"Series";"Time";"Value"
"liveness-http on minikube";"2020-05-19 22:14:20";2
"liveness-http on minikube";"2020-05-19 22:14:25";2
"liveness-http on minikube";"2020-05-19 22:14:30";2
"liveness-http on minikube";"2020-05-19 22:14:35";2
"liveness-http on minikube";"2020-05-19 22:14:40";2
"liveness-http on minikube";"2020-05-19 22:14:45";2
"liveness-http on minikube";"2020-05-19 22:14:50";2
"liveness-http on minikube";"2020-05-19 22:14:55";2
"liveness-http on minikube";"2020-05-19 22:15:00";2
"liveness-http on minikube";"2020-05-19 22:15:05";2
"liveness-http on minikube";"2020-05-19 22:15:10";2
"liveness-http on minikube";"2020-05-19 22:15:15";2
"liveness-http on minikube";"2020-05-19 22:15:20";2
"liveness-http on minikube";"2020-05-19 22:15:25";2
"liveness-http on minikube";"2020-05-19 22:15:30";2
"liveness-http on minikube";"2020-05-19 22:15:35";2
"liveness-http on minikube";"2020-05-19 22:15:40";2
"liveness-http on minikube";"2020-05-19 22:15:45";2
"liveness-http on minikube";"2020-05-19 22:15:50";2
"liveness-http on minikube";"2020-05-19 22:15:55";2
"liveness-http on minikube";"2020-05-19 22:16:00";2
"liveness-http on minikube";"2020-05-19 22:16:05";2
"liveness-http on minikube";"2020-05-19 22:16:10";2
"liveness-http on minikube";"2020-05-19 22:16:15";2
"liveness-http on minikube";"2020-05-19 22:16:20";2
"liveness-http on minikube";"2020-05-19 22:16:25";2
"liveness-http on minikube";"2020-05-19 22:16:30";2
"liveness-http on minikube";"2020-05-19 22:16:35";2
"liveness-http on minikube";"2020-05-19 22:16:40";2
"liveness-http on minikube";"2020-05-19 22:16:45";2
"liveness-http on minikube";"2020-05-19 22:16:50";2
"liveness-http on minikube";"2020-05-19 22:16:55";2
"liveness-http on minikube";"2020-05-19 22:17:00";2
"liveness-http on minikube";"2020-05-19 22:17:05";2
"liveness-http on minikube";"2020-05-19 22:17:10";2
"liveness-http on minikube";"2020-05-19 22:17:15";2
"liveness-http on minikube";"2020-05-19 22:17:20";2
"liveness-http on minikube";"2020-05-19 22:17:25";2
"liveness-http on minikube";"2020-05-19 22:17:30";2
"liveness-http on minikube";"2020-05-19 22:17:35";2
"liveness-http on minikube";"2020-05-19 22:17:40";2
"liveness-http on minikube";"2020-05-19 22:17:45";2
"liveness-http on minikube";"2020-05-19 22:17:50";2
"liveness-http on minikube";"2020-05-19 22:17:55";2
"liveness-http on minikube";"2020-05-19 22:18:00";2
"liveness-http on minikube";"2020-05-19 22:18:05";2
"liveness-http on minikube";"2020-05-19 22:18:10";2
"liveness-http on minikube";"2020-05-19 22:18:15";2
"liveness-http on minikube";"2020-05-19 22:18:20";2
"liveness-http on minikube";"2020-05-19 22:18:25";2
"liveness-http on minikube";"2020-05-19 22:18:30";2
"liveness-http on minikube";"2020-05-19 22:18:35";2
"liveness-http on minikube";"2020-05-19 22:18:40";2
"liveness-http on minikube";"2020-05-19 22:18:45";2
"liveness-http on minikube";"2020-05-19 22:18:50";2
"liveness-http on minikube";"2020-05-19 22:18:55";2
"liveness-http on minikube";"2020-05-19 22:19:00";2
"liveness-http on minikube";"2020-05-19 22:19:05";2
"liveness-http on minikube";"2020-05-19 22:19:10";2
"liveness-http on minikube";"2020-05-19 22:19:15";2
"liveness-http on minikube";"2020-05-19 22:19:20";2
"liveness-http on minikube";"2020-05-19 22:19:25";2
"liveness-http on minikube";"2020-05-19 22:19:30";2
"liveness-http on minikube";"2020-05-19 22:19:35";2
"liveness-http on minikube";"2020-05-19 22:19:40";2
"liveness-http on minikube";"2020-05-19 22:19:45";2
"liveness-http on minikube";"2020-05-19 22:19:50";2
"liveness-http on minikube";"2020-05-19 22:19:55";2
"liveness-http on minikube";"2020-05-19 22:20:00";2
"liveness-http on minikube";"2020-05-19 22:20:05";2
"liveness-http on minikube";"2020-05-19 22:20:10";2
"liveness-http on minikube";"2020-05-19 22:20:15";2
"liveness-http on minikube";"2020-05-19 22:20:20";2
"liveness-http on minikube";"2020-05-19 22:20:25";2
"liveness-http on minikube";"2020-05-19 22:20:30";2
"liveness-http on minikube";"2020-05-19 22:20:35";2
"liveness-http on minikube";"2020-05-19 22:20:40";2
"liveness-http on minikube";"2020-05-19 22:20:45";2
"liveness-http on minikube";"2020-05-19 22:20:50";2
"liveness-http on minikube";"2020-05-19 22:20:55";2
"liveness-http on minikube";"2020-05-19 22:21:00";2
"liveness-http on minikube";"2020-05-19 22:21:05";2
"liveness-http on minikube";"2020-05-19 22:21:10";2
"liveness-http on minikube";"2020-05-19 22:21:15";2
"liveness-http on minikube";"2020-05-19 22:21:20";2
"liveness-http on minikube";"2020-05-19 22:21:25";2
"liveness-http on minikube";"2020-05-19 22:21:30";2
"liveness-http on minikube";"2020-05-19 22:21:35";2
"liveness-http on minikube";"2020-05-19 22:21:40";2
"liveness-http on minikube";"2020-05-19 22:21:45";2
"liveness-http on minikube";"2020-05-19 22:21:50";2
"liveness-http on minikube";"2020-05-19 22:21:55";2
"liveness-http on minikube";"2020-05-19 22:22:00";2
"liveness-http on minikube";"2020-05-19 22:22:05";2
"liveness-http on minikube";"2020-05-19 22:22:10";2
"liveness-http on minikube";"2020-05-19 22:22:15";2
"liveness-http on minikube";"2020-05-19 22:22:20";2
"liveness-http on minikube";"2020-05-19 22:22:25";2
"liveness-http on minikube";"2020-05-19 22:22:30";2
"liveness-http on minikube";"2020-05-19 22:22:35";2
"liveness-http on minikube";"2020-05-19 22:22:40";2
"liveness-http on minikube";"2020-05-19 22:22:45";2
"liveness-http on minikube";"2020-05-19 22:22:50";2
"liveness-http on minikube";"2020-05-19 22:22:55";2
"liveness-http on minikube";"2020-05-19 22:23:00";2
"liveness-http on minikube";"2020-05-19 22:23:05";2
"liveness-http on minikube";"2020-05-19 22:23:10";2
"liveness-http on minikube";"2020-05-19 22:23:15";2
"liveness-http on minikube";"2020-05-19 22:23:20";2
"liveness-http on minikube";"2020-05-19 22:23:25";2
"liveness-http on minikube";"2020-05-19 22:23:30";2
"liveness-http on minikube";"2020-05-19 22:23:35";2
"liveness-http on minikube";"2020-05-19 22:23:40";2
"liveness-http on minikube";"2020-05-19 22:23:45";2
"liveness-http on minikube";"2020-05-19 22:23:50";2
"liveness-http on minikube";"2020-05-19 22:23:55";2
"liveness-http on minikube";"2020-05-19 22:24:00";2
"liveness-http on minikube";"2020-05-19 22:24:05";2
"liveness-http on minikube";"2020-05-19 22:24:10";2
"liveness-http on minikube";"2020-05-19 22:24:15";2
"liveness-http on minikube";"2020-05-19 22:24:20";2
"liveness-http on minikube";"2020-05-19 22:24:25";2
"liveness-http on minikube";"2020-05-19 22:24:30";2
"liveness-http on minikube";"2020-05-19 22:24:35";2
"liveness-http on minikube";"2020-05-19 22:24:40";2
"liveness-http on minikube";"2020-05-19 22:24:45";2
"liveness-http on minikube";"2020-05-19 22:24:50";2
"liveness-http on minikube";"2020-05-19 22:24:55";2
"liveness-http on minikube";"2020-05-19 22:25:00";2
"liveness-http on minikube";"2020-05-19 22:25:05";2
"liveness-http on minikube";"2020-05-19 22:25:10";2
"liveness-http on minikube";"2020-05-19 22:25:15";1
"liveness-http on minikube";"2020-05-19 22:25:20";1
"liveness-http on minikube";"2020-05-19 22:25:25";null
"liveness-http on minikube";"2020-05-19 22:25:30";null
"liveness-http on minikube";"2020-05-19 22:25:35";null
"liveness-http on minikube";"2020-05-19 22:25:40";null
"liveness-http on minikube";"2020-05-19 22:25:45";null
"liveness-http on minikube";"2020-05-19 22:25:50";null
"liveness-http on minikube";"2020-05-19 22:25:55";null
"liveness-http on minikube";"2020-05-19 22:26:00";null
"liveness-http on minikube";"2020-05-19 22:26:05";null
"liveness-http on minikube";"2020-05-19 22:26:10";null
"liveness-http on minikube";"2020-05-19 22:26:15";null
"liveness-http on minikube";"2020-05-19 22:26:20";null
"liveness-http on minikube";"2020-05-19 22:26:25";null
"liveness-http on minikube";"2020-05-19 22:26:30";null
"liveness-http on minikube";"2020-05-19 22:26:35";null
"liveness-http on minikube";"2020-05-19 22:26:40";null
"liveness-http on minikube";"2020-05-19 22:26:45";null
"liveness-http on minikube";"2020-05-19 22:26:50";null
"liveness-http on minikube";"2020-05-19 22:26:55";null
"liveness-http on minikube";"2020-05-19 22:27:00";null
"liveness-http on minikube";"2020-05-19 22:27:05";null
"liveness-http on minikube";"2020-05-19 22:27:10";null
"liveness-http on minikube";"2020-05-19 22:27:15";null
"liveness-http on minikube";"2020-05-19 22:27:20";null
"liveness-http on minikube";"2020-05-19 22:27:25";null
"liveness-http on minikube";"2020-05-19 22:27:30";null
"liveness-http on minikube";"2020-05-19 22:27:35";null
"liveness-http on minikube";"2020-05-19 22:27:40";null
"liveness-http on minikube";"2020-05-19 22:27:45";null
"liveness-http on minikube";"2020-05-19 22:27:50";null
"liveness-http on minikube";"2020-05-19 22:27:55";null
"liveness-http on minikube";"2020-05-19 22:28:00";null
"liveness-http on minikube";"2020-05-19 22:28:05";null
"liveness-http on minikube";"2020-05-19 22:28:10";null
"liveness-http on minikube";"2020-05-19 22:28:15";null
"liveness-http on minikube";"2020-05-19 22:28:20";null
"liveness-http on minikube";"2020-05-19 22:28:25";null
"liveness-http on minikube";"2020-05-19 22:28:30";null
"liveness-http on minikube";"2020-05-19 22:28:35";null
"liveness-http on minikube";"2020-05-19 22:28:40";null
"liveness-http on minikube";"2020-05-19 22:28:45";null
"liveness-http on minikube";"2020-05-19 22:28:50";null
"liveness-http on minikube";"2020-05-19 22:28:55";null
"liveness-http on minikube";"2020-05-19 22:29:00";null
"liveness-http on minikube";"2020-05-19 22:29:05";null
"liveness-http on minikube";"2020-05-19 22:29:10";null
"liveness-http on minikube";"2020-05-19 22:29:15";null
"liveness-http on minikube";"2020-05-19 22:29:20";null
"liveness-http on minikube";"2020-05-19 22:29:25";null
"liveness-http on minikube";"2020-05-19 22:29:30";null
"liveness-http on minikube";"2020-05-19 22:29:35";null
"liveness-http on minikube";"2020-05-19 22:29:40";null
"liveness-http on minikube";"2020-05-19 22:29:45";null
"liveness-http on minikube";"2020-05-19 22:29:50";null
"liveness-http on minikube";"2020-05-19 22:29:55";null
"liveness-http on minikube";"2020-05-19 22:30:00";null
"liveness-http on minikube";"2020-05-19 22:30:05";null
"liveness-http on minikube";"2020-05-19 22:30:10";null
"liveness-http on minikube";"2020-05-19 22:30:15";null
"liveness-http on minikube";"2020-05-19 22:30:20";null
"liveness-http on minikube";"2020-05-19 22:30:25";null
"liveness-http on minikube";"2020-05-19 22:30:30";null
"liveness-http on minikube";"2020-05-19 22:30:35";null
"liveness-http on minikube";"2020-05-19 22:30:40";null
"liveness-http on minikube";"2020-05-19 22:30:45";null
"liveness-http on minikube";"2020-05-19 22:30:50";null
"liveness-http on minikube";"2020-05-19 22:30:55";null
"liveness-http on minikube";"2020-05-19 22:31:00";null
"liveness-http on minikube";"2020-05-19 22:31:05";null
"liveness-http on minikube";"2020-05-19 22:31:10";null
"liveness-http on minikube";"2020-05-19 22:31:15";null
"liveness-http on minikube";"2020-05-19 22:31:20";null
"liveness-http on minikube";"2020-05-19 22:31:25";null
"liveness-http on minikube";"2020-05-19 22:31:30";null
"liveness-http on minikube";"2020-05-19 22:31:35";null
"liveness-http on minikube";"2020-05-19 22:31:40";null
"liveness-http on minikube";"2020-05-19 22:31:45";null
"liveness-http on minikube";"2020-05-19 22:31:50";null
"liveness-http on minikube";"2020-05-19 22:31:55";null
"liveness-http on minikube";"2020-05-19 22:32:00";null
"liveness-http on minikube";"2020-05-19 22:32:05";null
"liveness-http on minikube";"2020-05-19 22:32:10";null
"liveness-http on minikube";"2020-05-19 22:32:15";null
"liveness-http on minikube";"2020-05-19 22:32:20";null
"liveness-http on minikube";"2020-05-19 22:32:25";null
"liveness-http on minikube";"2020-05-19 22:32:30";null
"liveness-http on minikube";"2020-05-19 22:32:35";null
"liveness-http on minikube";"2020-05-19 22:32:40";null
"liveness-http on minikube";"2020-05-19 22:32:45";null
"liveness-http on minikube";"2020-05-19 22:32:50";null
"liveness-http on minikube";"2020-05-19 22:32:55";null
"liveness-http on minikube";"2020-05-19 22:33:00";null
"liveness-http on minikube";"2020-05-19 22:33:05";null
"liveness-http on minikube";"2020-05-19 22:33:10";null
"liveness-http on minikube";"2020-05-19 22:33:15";null
"liveness-http on minikube";"2020-05-19 22:33:20";null
"liveness-http on minikube";"2020-05-19 22:33:25";null
"liveness-http on minikube";"2020-05-19 22:33:30";null
"liveness-http on minikube";"2020-05-19 22:33:35";null
"liveness-http on minikube";"2020-05-19 22:33:40";null
"liveness-http on minikube";"2020-05-19 22:33:45";null
"liveness-http on minikube";"2020-05-19 22:33:50";null
"liveness-http on minikube";"2020-05-19 22:33:55";null
"liveness-http on minikube";"2020-05-19 22:34:00";null
"liveness-http on minikube";"2020-05-19 22:34:05";null
"liveness-http on minikube";"2020-05-19 22:34:10";null
"liveness-http on minikube";"2020-05-19 22:34:15";null
"liveness-http on minikube";"2020-05-19 22:34:20";null
"liveness-http on minikube";"2020-05-19 22:34:25";null
"liveness-http on minikube";"2020-05-19 22:34:30";null
"liveness-http on minikube";"2020-05-19 22:34:35";null
"liveness-http on minikube";"2020-05-19 22:34:40";null
"liveness-http on minikube";"2020-05-19 22:34:45";null
"liveness-http on minikube";"2020-05-19 22:34:50";null
"liveness-http on minikube";"2020-05-19 22:34:55";null
"liveness-http on minikube";"2020-05-19 22:35:00";null
"liveness-http on minikube";"2020-05-19 22:35:05";null
"liveness-http on minikube";"2020-05-19 22:35:10";null
"liveness-http on minikube";"2020-05-19 22:35:15";null
"liveness-http on minikube";"2020-05-19 22:35:20";null
"liveness-http on minikube";"2020-05-19 22:35:25";null
"liveness-http on minikube";"2020-05-19 22:35:30";null
"liveness-http on minikube";"2020-05-19 22:35:35";null
"liveness-http on minikube";"2020-05-19 22:35:40";null
"liveness-http on minikube";"2020-05-19 22:35:45";null
"liveness-http on minikube";"2020-05-19 22:35:50";null
"liveness-http on minikube";"2020-05-19 22:35:55";null
"liveness-http on minikube";"2020-05-19 22:36:00";null
"liveness-http on minikube";"2020-05-19 22:36:05";null
"liveness-http on minikube";"2020-05-19 22:36:10";null
"liveness-http on minikube";"2020-05-19 22:36:15";null
"liveness-http on minikube";"2020-05-19 22:36:20";null
"liveness-http on minikube";"2020-05-19 22:36:25";null
"liveness-http on minikube";"2020-05-19 22:36:30";null
"liveness-http on minikube";"2020-05-19 22:36:35";null
"liveness-http on minikube";"2020-05-19 22:36:40";null
"liveness-http on minikube";"2020-05-19 22:36:45";null
"liveness-http on minikube";"2020-05-19 22:36:50";null
"liveness-http on minikube";"2020-05-19 22:36:55";null
"liveness-http on minikube";"2020-05-19 22:37:00";null
"liveness-http on minikube";"2020-05-19 22:37:05";null
"liveness-http on minikube";"2020-05-19 22:37:10";null
"liveness-http on minikube";"2020-05-19 22:37:15";null
"liveness-http on minikube";"2020-05-19 22:37:20";null
"liveness-http on minikube";"2020-05-19 22:37:25";null
"liveness-http on minikube";"2020-05-19 22:37:30";null
"liveness-http on minikube";"2020-05-19 22:37:35";null
"liveness-http on minikube";"2020-05-19 22:37:40";null
"liveness-http on minikube";"2020-05-19 22:37:45";null
"liveness-http on minikube";"2020-05-19 22:37:50";null
"liveness-http on minikube";"2020-05-19 22:37:55";null
"liveness-http on minikube";"2020-05-19 22:38:00";null
"liveness-http on minikube";"2020-05-19 22:38:05";null
"liveness-http on minikube";"2020-05-19 22:38:10";null
"liveness-http on minikube";"2020-05-19 22:38:15";null
"liveness-http on minikube";"2020-05-19 22:38:20";null
"liveness-http on minikube";"2020-05-19 22:38:25";null
"liveness-http on minikube";"2020-05-19 22:38:30";null
"liveness-http on minikube";"2020-05-19 22:38:35";null
"liveness-http on minikube";"2020-05-19 22:38:40";null
"liveness-http on minikube";"2020-05-19 22:38:45";null
"liveness-http on minikube";"2020-05-19 22:38:50";null
"liveness-http on minikube";"2020-05-19 22:38:55";null
"liveness-http on minikube";"2020-05-19 22:39:00";null
"liveness-http on minikube";"2020-05-19 22:39:05";null
"liveness-http on minikube";"2020-05-19 22:39:10";null
"liveness-http on minikube";"2020-05-19 22:39:15";null
"liveness-http on minikube";"2020-05-19 22:39:20";null
"liveness-http on minikube";"2020-05-19 22:39:25";null
"liveness-http on minikube";"2020-05-19 22:39:30";null
"liveness-http on minikube";"2020-05-19 22:39:35";null
"liveness-http on minikube";"2020-05-19 22:39:40";null
"liveness-http on minikube";"2020-05-19 22:39:45";null
"liveness-http on minikube";"2020-05-19 22:39:50";null
"liveness-http on minikube";"2020-05-19 22:39:55";null
"liveness-http on minikube";"2020-05-19 22:40:00";null
"liveness-http on minikube";"2020-05-19 22:40:05";null
"liveness-http on minikube";"2020-05-19 22:40:10";null
"liveness-http on minikube";"2020-05-19 22:40:15";null
"liveness-http on minikube";"2020-05-19 22:40:20";null
"liveness-http on minikube";"2020-05-19 22:40:25";null
"liveness-http on minikube";"2020-05-19 22:40:30";null
"liveness-http on minikube";"2020-05-19 22:40:35";null
"liveness-http on minikube";"2020-05-19 22:40:40";null
"liveness-http on minikube";"2020-05-19 22:40:45";null
"liveness-http on minikube";"2020-05-19 22:40:50";null
"liveness-http on minikube";"2020-05-19 22:40:55";null
"liveness-http on minikube";"2020-05-19 22:41:00";null
"liveness-http on minikube";"2020-05-19 22:41:05";null
"liveness-http on minikube";"2020-05-19 22:41:10";null
"liveness-http on minikube";"2020-05-19 22:41:15";null
"liveness-http on minikube";"2020-05-19 22:41:20";null
"liveness-http on minikube";"2020-05-19 22:41:25";null
"liveness-http on minikube";"2020-05-19 22:41:30";null
"liveness-http on minikube";"2020-05-19 22:41:35";null
"liveness-http on minikube";"2020-05-19 22:41:40";null
"liveness-http on minikube";"2020-05-19 22:41:45";null
"liveness-http on minikube";"2020-05-19 22:41:50";null
"liveness-http on minikube";"2020-05-19 22:41:55";null
"liveness-http on minikube";"2020-05-19 22:42:00";null
"liveness-http on minikube";"2020-05-19 22:42:05";null
"liveness-http on minikube";"2020-05-19 22:42:10";null
"liveness-http on minikube";"2020-05-19 22:42:15";null
"liveness-http on minikube";"2020-05-19 22:42:20";null
"liveness-http on minikube";"2020-05-19 22:42:25";null
"liveness-http on minikube";"2020-05-19 22:42:30";null
"liveness-http on minikube";"2020-05-19 22:42:35";null
"liveness-http on minikube";"2020-05-19 22:42:40";null
"liveness-http on minikube";"2020-05-19 22:42:45";null
"liveness-http on minikube";"2020-05-19 22:42:50";null
"liveness-http on minikube";"2020-05-19 22:42:55";null
"liveness-http on minikube";"2020-05-19 22:43:00";null
"liveness-http on minikube";"2020-05-19 22:43:05";null
"liveness-http on minikube";"2020-05-19 22:43:10";null
"liveness-http on minikube";"2020-05-19 22:43:15";null
"liveness-http on minikube";"2020-05-19 22:43:20";null
"liveness-http on minikube";"2020-05-19 22:43:25";null
"liveness-http on minikube";"2020-05-19 22:43:30";null
"liveness-http on minikube";"2020-05-19 22:43:35";null
"liveness-http on minikube";"2020-05-19 22:43:40";null
"liveness-http on minikube";"2020-05-19 22:43:45";null
"liveness-http on minikube";"2020-05-19 22:43:50";null
"liveness-http on minikube";"2020-05-19 22:43:55";null
"liveness-http on minikube";"2020-05-19 22:44:00";null
"liveness-http on minikube";"2020-05-19 22:44:05";null
"liveness-http on minikube";"2020-05-19 22:44:10";null
"liveness-http on minikube";"2020-05-19 22:44:15";null
"liveness-http on minikube";"2020-05-19 22:44:20";null
"liveness-http on minikube";"2020-05-19 22:44:25";null
"liveness-http on minikube";"2020-05-19 22:44:30";null
"liveness-http on minikube";"2020-05-19 22:44:35";null
"liveness-http on minikube";"2020-05-19 22:44:40";null
"liveness-http on minikube";"2020-05-19 22:44:45";null
"liveness-http on minikube";"2020-05-19 22:44:50";null
"liveness-http on minikube";"2020-05-19 22:44:55";null
"liveness-http on minikube";"2020-05-19 22:45:00";null
"liveness-http on minikube";"2020-05-19 22:45:05";null
"liveness-http on minikube";"2020-05-19 22:45:10";null
"liveness-http on minikube";"2020-05-19 22:45:15";null
"liveness-http on minikube";"2020-05-19 22:45:20";null
"liveness-http on minikube";"2020-05-19 22:45:25";null
"liveness-http on minikube";"2020-05-19 22:45:30";null
"liveness-http on minikube";"2020-05-19 22:45:35";null
"liveness-http on minikube";"2020-05-19 22:45:40";null
"liveness-http on minikube";"2020-05-19 22:45:45";null
"liveness-http on minikube";"2020-05-19 22:45:50";null
"liveness-http on minikube";"2020-05-19 22:45:55";null
"liveness-http on minikube";"2020-05-19 22:46:00";null
"liveness-http on minikube";"2020-05-19 22:46:05";null
"liveness-http on minikube";"2020-05-19 22:46:10";null
"liveness-http on minikube";"2020-05-19 22:46:15";null
"liveness-http on minikube";"2020-05-19 22:46:20";null
"liveness-http on minikube";"2020-05-19 22:46:25";null
"liveness-http on minikube";"2020-05-19 22:46:30";null
"liveness-http on minikube";"2020-05-19 22:46:35";null
"liveness-http on minikube";"2020-05-19 22:46:40";null
"liveness-http on minikube";"2020-05-19 22:46:45";null
"liveness-http on minikube";"2020-05-19 22:46:50";null
"liveness-http on minikube";"2020-05-19 22:46:55";null
"liveness-http on minikube";"2020-05-19 22:47:00";null
"liveness-http on minikube";"2020-05-19 22:47:05";null
"liveness-http on minikube";"2020-05-19 22:47:10";null
"liveness-http on minikube";"2020-05-19 22:47:15";null
"liveness-http on minikube";"2020-05-19 22:47:20";null
"liveness-http on minikube";"2020-05-19 22:47:25";null
"liveness-http on minikube";"2020-05-19 22:47:30";null
"liveness-http on minikube";"2020-05-19 22:47:35";null
"liveness-http on minikube";"2020-05-19 22:47:40";null
"liveness-http on minikube";"2020-05-19 22:47:45";null
"liveness-http on minikube";"2020-05-19 22:47:50";null
"liveness-http on minikube";"2020-05-19 22:47:55";null
"liveness-http on minikube";"2020-05-19 22:48:00";null
"liveness-http on minikube";"2020-05-19 22:48:05";null
"liveness-http on minikube";"2020-05-19 22:48:10";null
"liveness-http on minikube";"2020-05-19 22:48:15";null
"liveness-http on minikube";"2020-05-19 22:48:20";null
"liveness-http on minikube";"2020-05-19 22:48:25";null
"liveness-http on minikube";"2020-05-19 22:48:30";null
"liveness-http on minikube";"2020-05-19 22:48:35";null
"liveness-http on minikube";"2020-05-19 22:48:40";null
"liveness-http on minikube";"2020-05-19 22:48:45";null
"liveness-http on minikube";"2020-05-19 22:48:50";null
"liveness-http on minikube";"2020-05-19 22:48:55";null
"liveness-http on minikube";"2020-05-19 22:49:00";null
"liveness-http on minikube";"2020-05-19 22:49:05";null
"liveness-http on minikube";"2020-05-19 22:49:10";null
"liveness-http on minikube";"2020-05-19 22:49:15";null
"liveness-http on minikube";"2020-05-19 22:49:20";null
"liveness-http on minikube";"2020-05-19 22:49:25";null
"liveness-http on minikube";"2020-05-19 22:49:30";null
"liveness-http on minikube";"2020-05-19 22:49:35";null
"liveness-http on minikube";"2020-05-19 22:49:40";null
"liveness-http on minikube";"2020-05-19 22:49:45";null
"liveness-http on minikube";"2020-05-19 22:49:50";null
"liveness-http on minikube";"2020-05-19 22:49:55";null
"liveness-http on minikube";"2020-05-19 22:50:00";null
"liveness-http on minikube";"2020-05-19 22:50:05";null
"liveness-http on minikube";"2020-05-19 22:50:10";null
"liveness-http on minikube";"2020-05-19 22:50:15";null
"liveness-http on minikube";"2020-05-19 22:50:20";null
"liveness-http on minikube";"2020-05-19 22:50:25";null
"liveness-http on minikube";"2020-05-19 22:50:30";null
"liveness-http on minikube";"2020-05-19 22:50:35";null
"liveness-http on minikube";"2020-05-19 22:50:40";null
"liveness-http on minikube";"2020-05-19 22:50:45";null
"liveness-http on minikube";"2020-05-19 22:50:50";null
"liveness-http on minikube";"2020-05-19 22:50:55";null
"liveness-http on minikube";"2020-05-19 22:51:00";null
"liveness-http on minikube";"2020-05-19 22:51:05";null
"liveness-http on minikube";"2020-05-19 22:51:10";null
"liveness-http on minikube";"2020-05-19 22:51:15";null
"liveness-http on minikube";"2020-05-19 22:51:20";null
"liveness-http on minikube";"2020-05-19 22:51:25";null
"liveness-http on minikube";"2020-05-19 22:51:30";null
"liveness-http on minikube";"2020-05-19 22:51:35";null
"liveness-http on minikube";"2020-05-19 22:51:40";null
"liveness-http on minikube";"2020-05-19 22:51:45";null
"liveness-http on minikube";"2020-05-19 22:51:50";null
"liveness-http on minikube";"2020-05-19 22:51:55";null
"liveness-http on minikube";"2020-05-19 22:52:00";null
"liveness-http on minikube";"2020-05-19 22:52:05";null
"liveness-http on minikube";"2020-05-19 22:52:10";null
"liveness-http on minikube";"2020-05-19 22:52:15";null
"liveness-http on minikube";"2020-05-19 22:52:20";null
"liveness-http on minikube";"2020-05-19 22:52:25";null
"liveness-http on minikube";"2020-05-19 22:52:30";null
"liveness-http on minikube";"2020-05-19 22:52:35";null
"liveness-http on minikube";"2020-05-19 22:52:40";null
"liveness-http on minikube";"2020-05-19 22:52:45";null
"liveness-http on minikube";"2020-05-19 22:52:50";null
"liveness-http on minikube";"2020-05-19 22:52:55";null
"liveness-http on minikube";"2020-05-19 22:53:00";null
"liveness-http on minikube";"2020-05-19 22:53:05";null
"liveness-http on minikube";"2020-05-19 22:53:10";null
"liveness-http on minikube";"2020-05-19 22:53:15";null
"liveness-http on minikube";"2020-05-19 22:53:20";null
"liveness-http on minikube";"2020-05-19 22:53:25";null
"liveness-http on minikube";"2020-05-19 22:53:30";null
"liveness-http on minikube";"2020-05-19 22:53:35";null
"liveness-http on minikube";"2020-05-19 22:53:40";null
"liveness-http on minikube";"2020-05-19 22:53:45";null
"liveness-http on minikube";"2020-05-19 22:53:50";null
"liveness-http on minikube";"2020-05-19 22:53:55";null
"liveness-http on minikube";"2020-05-19 22:54:00";null
"liveness-http on minikube";"2020-05-19 22:54:05";null
"liveness-http on minikube";"2020-05-19 22:54:10";null
"liveness-http on minikube";"2020-05-19 22:54:15";null
"liveness-http on minikube";"2020-05-19 22:54:20";null
"liveness-http on minikube";"2020-05-19 22:54:25";null
"liveness-http on minikube";"2020-05-19 22:54:30";null
"liveness-http on minikube";"2020-05-19 22:54:35";null
"liveness-http on minikube";"2020-05-19 22:54:40";null
"liveness-http on minikube";"2020-05-19 22:54:45";null
"liveness-http on minikube";"2020-05-19 22:54:50";null
"liveness-http on minikube";"2020-05-19 22:54:55";null
"liveness-http on minikube";"2020-05-19 22:55:00";null
"liveness-http on minikube";"2020-05-19 22:55:05";null
"liveness-http on minikube";"2020-05-19 22:55:10";null
"liveness-http on minikube";"2020-05-19 22:55:15";null
"liveness-http on minikube";"2020-05-19 22:55:20";null
"liveness-http on minikube";"2020-05-19 22:55:25";null
"liveness-http on minikube";"2020-05-19 22:55:30";null
"liveness-http on minikube";"2020-05-19 22:55:35";null
"liveness-http on minikube";"2020-05-19 22:55:40";null
"liveness-http on minikube";"2020-05-19 22:55:45";null
"liveness-http on minikube";"2020-05-19 22:55:50";null
"liveness-http on minikube";"2020-05-19 22:55:55";null
"liveness-http on minikube";"2020-05-19 22:56:00";null
"liveness-http on minikube";"2020-05-19 22:56:05";null
"liveness-http on minikube";"2020-05-19 22:56:10";null
"liveness-http on minikube";"2020-05-19 22:56:15";null
"liveness-http on minikube";"2020-05-19 22:56:20";null
"liveness-http on minikube";"2020-05-19 22:56:25";null
"liveness-http on minikube";"2020-05-19 22:56:30";null
"liveness-http on minikube";"2020-05-19 22:56:35";null
"liveness-http on minikube";"2020-05-19 22:56:40";null
"liveness-http on minikube";"2020-05-19 22:56:45";null
"liveness-http on minikube";"2020-05-19 22:56:50";null
"liveness-http on minikube";"2020-05-19 22:56:55";null
"liveness-http on minikube";"2020-05-19 22:57:00";null
"liveness-http on minikube";"2020-05-19 22:57:05";null
"liveness-http on minikube";"2020-05-19 22:57:10";null
"liveness-http on minikube";"2020-05-19 22:57:15";null
"liveness-http on minikube";"2020-05-19 22:57:20";null
"liveness-http on minikube";"2020-05-19 22:57:25";null
